COVID-19 Vaccinations in the United States
Date generated: Mon Mar 21 2022 08:21:22 GMT+0800 (中国标准时间)
'Other' includes doses of vaccine administered or delivered that are not from Pfizer-BioNTech Moderna or J&J.

State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 12+ who have received a booster dose,Percent of fully vaccinated people 12+ with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,7049330,178150,234608,5766223,145723,5301433,176436,2783279,70.3,2537436,84.4,2232226,56.4,2032816,67.7,3782050,2945680,321600,0,152780,2325590,3286368,1485,844820,1244506,142622,278,844510,1045556,142527,223,N/A,70.3,N/A,84.4,53.7,1924064,64,2783279,674894,95,544212,85.7,276113,247369,20671,59,1547862,243707,1109900,2710015,81.5,2175141,65.4,844792,1187483,142604,262,5635614,169481,211996,2782986,75.2,2232175,60.3,844802,1244489,142607,277,5765890,155774,190448,818841,36.7,818776,37.6,800403,39.4,337814,62.1,376134,430906,11761,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,9631985,228369,287421,7512300,178112,6810436,203225,3260520,77.3,2917274,87.1,2911916,69,2617749,78.1,5557025,3613660,461300,0,273775,2792424,4430168,15933,995146,1665113,246192,5465,992207,1375055,245336,5151,N/A,77.3,N/A,87.1,65.4,2463205,73.5,3260520,750479,95,690515,90.1,311881,324770,52474,1390,1923384,251068,1257310,3124791,85.7,2804215,76.9,995142,1557435,246189,5449,7266013,199191,264051,3258701,81.7,2911033,73,995145,1664233,246191,5464,7509584,188214,241408,1518661,52.2,1518424,54.1,1459131,55.7,519265,75.2,646125,848543,23443,550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,29237225,228380,287559,22270325,173960,20317452,199830,10726216,83.8,9727727,95,8628870,67.4,7814720,76.9,16605665,11118160,1513400,0,771943,8567956,12928977,1449,3087502,4821939,718768,661,3085026,4010883,718201,610,N/A,83.8,N/A,95,63.3,7291287,71.7,10726216,2689283,95,2213003,92.5,1039607,1082648,90452,296,6223720,260041,1221600,10352891,93.4,8327208,75.1,3087206,4520670,718673,659,21582712,194763,263837,10723649,88.6,8628064,71.3,3087376,4821314,718714,660,22266980,183963,241549,3589392,41.6,3588735,43.1,3474366,44.5,1393164,63,1573673,1956205,59451,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,7316150,229081,279140,7040344,220445,6195131,236369,3056719,95,2662247,95,2617261,82,2279752,87,4533130,2568620,214400,0,152257,2693364,4194080,643,950168,1527539,139397,157,949756,1190673,139226,97,N/A,95,N/A,95,79.8,2211151,84.4,3056719,705413,95,598913,88.1,297239,277970,23685,19,1689446,248574,1076450,2891415,95,2480726,87.1,950115,1391113,139359,139,6735710,236482,256861,3056087,95,2617144,85.1,950141,1527478,139368,157,7039617,228840,237830,1440859,55.1,1440423,58.1,1330554,58.4,391769,65.4,571819,857939,11081,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,43990,204301,265272,46992,218243,41050,247543,20347,94.5,17443,95,18041,83.8,15607,94.1,11690,28500,3800,0,2349,36070,8491,82,12631,3016,2354,40,12631,582,2354,40,N/A,94.5,N/A,95,79.5,14686,88.6,20347,1863,93.5,1794,90.1,1531,34,227,2,4916,246787,2208330,18967,95,17040,91.4,12631,2015,2354,40,44613,239276,235935,20345,95,18040,88.5,12631,3015,2354,40,46989,230643,215923,11240,62.3,11239,66,10623,68.1,1509,84.1,10389,851,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2509925,236928,293604,2149888,202942,1949836,228087,1028535,95,916847,95,861287,81.3,765286,89.5,1465625,956400,87900,0,65110,816494,1266634,1650,288871,511740,60267,409,288738,415905,60239,404,N/A,95,N/A,95,78.4,734214,85.9,1028535,215789,95,185766,95,83197,95648,6778,143,529778,283234,1341880,983889,95,823686,88.8,288859,474155,60266,406,2081311,224402,270614,1028396,95,861266,85.7,288867,511725,60266,408,2149767,213941,249784,449396,52.2,449243,54.5,432465,56.5,142647,76.8,192288,252051,5009,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,10105775,196278,250296,7353120,142815,6799054,168396,3450651,67,3155743,78.2,2905301,56.4,2662954,66,5467735,4187940,450100,0,230439,2852943,4267559,2179,1036796,1661308,206820,377,1034631,1421765,206190,368,N/A,67,N/A,78.2,53.6,2519654,62.4,3450651,948701,95,808898,86.3,345200,432186,31297,215,2248460,239958,1078500,3353555,75.9,2830170,64,1036634,1586389,206772,375,7184000,162535,228639,3448634,71,2904299,59.8,1036720,1660429,206775,375,7350051,151352,208098,1129240,38.9,1129109,39.9,1104366,41.5,503907,62.3,483802,622888,22050,500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1785765,201859,267507,1367372,154565,1238547,185534,666752,75.4,597771,89.5,533667,60.3,479835,71.9,983165,713400,89200,0,40877,532937,793425,133,195313,299609,38708,37,195240,245882,38676,37,N/A,75.4,N/A,89.5,57.1,451100,67.6,666752,173699,95,140855,92.7,70112,65710,5012,21,388791,256001,1175840,641536,86.9,513804,69.6,195310,279754,38703,37,1321987,179107,241940,666699,81,533656,64.8,195311,299604,38704,37,1367314,166039,216853,216250,40.5,216221,42.1,210727,43.9,89431,63.5,97541,115960,2738,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,12403930,181631,233195,9677357,141706,9019566,169569,4207138,61.6,3870673,72.8,3680130,53.9,3398900,63.9,7160290,4735640,508000,0,262222,3697865,5659892,57378,1308302,2126272,233658,11898,1307659,1846183,233347,11711,N/A,61.6,N/A,72.8,51.6,3241219,60.9,4207138,1049905,91.8,959088,83.9,476244,440908,35808,6128,2803759,245214,1084840,4101877,70.3,3594997,61.6,1308248,2041323,233602,11824,9484764,162534,212557,4206422,65.5,3679984,57.3,1308285,2126185,233618,11896,9676473,150711,193191,1577303,42.9,1576937,43.9,1546119,45.5,644450,67.2,668327,883744,21599,3633,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,59577835,205470,275873,44970104,155091,39758447,184100,20816991,71.8,18082928,83.7,17563065,60.6,15498463,71.8,35585955,21378380,2613500,0,1546586,16444018,26974926,4574,6054082,10160428,1347600,955,6049016,8102991,1345569,887,N/A,71.8,N/A,83.7,57.2,14523498,67.3,20816991,3632091,95,3218757,86.2,1529151,1511308,177963,335,9022521,241617,1595450,19871271,82.4,16921905,70.2,6053250,9520593,1347144,918,43303929,179676,247200,20811376,77.1,17561679,65,6053562,10159841,1347322,954,44963165,166499,220618,6391863,36.4,6391391,37.8,6172736,39.8,1969965,61.2,2797635,3496619,97399,210,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,6058050,188962,266314,5101060,159112,4437141,195059,2291248,71.5,1953869,85.9,2038907,63.6,1753541,77.1,3750390,2065360,242300,0,182872,1780306,3137567,315,664058,1205951,168884,14,663579,921272,168679,11,N/A,71.5,N/A,85.9,60.3,1647148,72.4,2291248,374515,95,341388,93.3,146719,177759,16907,3,965595,263916,1655780,2165975,83.6,1940248,74.8,663990,1107404,168841,13,4876346,188112,233698,2290692,77.4,2038795,68.9,664036,1205892,168853,14,5100409,172419,204792,883412,43.3,883167,45.5,846548,48.3,250870,73.5,341530,529652,12225,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,18965185,222191,284137,16011983,187592,14278876,213926,7243212,84.9,6387617,95,6179155,72.4,5438029,81.5,11498485,6690700,776000,0,501887,5653059,9847493,9544,2000954,3722310,452343,3548,1995008,2989983,449937,3101,N/A,84.9,N/A,95,69.2,5165547,77.4,7243212,1446732,95,1242828,91.5,577487,591444,72902,995,3575802,263138,1395620,6906856,94.5,5897386,80.7,2000690,3441879,451428,3389,15384446,210545,259549,7238456,90.1,6176748,76.9,2000818,3720145,452239,3546,16004720,199311,236178,2860989,46.3,2859644,48.5,2736696,50.3,904428,72.8,1192264,1624662,43354,709,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7815820,N/A,N/A,7245184,N/A,7241667,N/A,3415268,N/A,3413251,N/A,2934632,N/A,2933160,N/A,3382740,3806980,626100,0,255258,3735410,3254219,297,1438619,1262683,233317,13,1438558,1261314,233275,13,N/A,N/A,N/A,N/A,0,2751603,0,3415268,1668121,0,1494336,0,816216,601526,76592,2,3821196,0,0,3415148,0,2934557,0,1438597,1262637,233310,13,7244990,0,0,3415164,0,2934562,0,1438597,1262641,233311,13,7245011,0,0,1111732,37.9,1111726,37.9,1111673,37.9,726050,48.6,587800,502970,20958,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,146860,138169,180181,141223,132866,132008,161959,68101,64.1,63158,77.5,56317,53,52314,64.2,105420,38540,2900,0,2284,42087,96852,0,15621,38616,2075,5,15590,34651,2068,5,N/A,64.1,N/A,77.5,51.3,50487,61.9,68101,18167,88.7,15223,74.3,6033,8619,567,4,39599,193373,717160,66726,74.6,55294,61.8,15613,37604,2072,5,138845,155264,164227,68034,68.3,56292,56.5,15614,38601,2072,5,141130,141663,147414,16125,28.6,16124,29.2,15833,30.3,6907,45.4,5518,10463,142,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1715850,274981,336452,1357005,217473,1216579,238552,578864,92.8,512942,95,502263,80.5,443824,87,972970,671080,71800,0,53085,527930,775108,882,177028,277726,47242,267,176958,219455,47162,249,N/A,92.8,N/A,95,76.6,419857,82.3,578864,141215,95,125795,95,60703,62290,2647,155,376279,300929,1372250,550043,95,476932,86.6,177010,252429,47226,267,1302189,236353,311435,578620,95,502251,84.4,177027,277719,47238,267,1356770,228049,288404,297100,59.2,297040,62.3,281558,63.4,99456,79.1,127226,165403,4455,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,17083295,224341,287026,13982912,183626,12599963,211699,6101172,80.1,5430318,91.2,5472938,71.9,4879145,82,10163995,6167200,752100,0,484164,5216047,8271270,11431,1887391,3131474,450064,4009,1886536,2539048,449686,3875,N/A,80.1,N/A,91.2,68.1,4595204,77.2,6101172,1231521,95,1127831,93.2,511472,555714,58896,1749,3186215,263384,1412170,5838911,89.8,5250739,80.8,1887298,2909439,450016,3986,13498072,207633,262783,6099996,85.2,5472781,76.5,1887366,3131373,450036,4006,13981596,195317,238646,2784965,50.9,2783820,53,2668911,54.7,850366,75.4,1209036,1538224,36825,880,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,11183945,192084,245486,9945252,170809,9065361,198983,4152712,71.3,3727295,81.8,3781466,64.9,3401176,74.7,6563145,4170200,450600,0,333374,3793948,5815507,2423,1327435,2153992,299195,844,1327035,1774381,298964,796,N/A,71.3,N/A,81.8,62.1,3236425,71,4152712,1035507,95,963888,94.8,461179,471800,30594,315,2829601,278164,1099440,3991264,79.8,3639165,72.8,1327387,2011775,299166,837,9639612,192800,223688,4152185,75.6,3781393,68.9,1327423,2153952,299179,839,9944726,181079,203643,2083569,55.1,2083243,57.2,2018858,59.4,771584,80,870037,1186527,26894,111,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3899345,217580,272190,2652979,148034,2481165,173196,1155361,64.5,1067757,74.5,1022656,57.1,948508,66.2,2180025,1556920,162400,0,66791,1143108,1441365,1715,419320,542278,60584,474,418857,468713,60507,431,N/A,64.5,N/A,74.5,54.6,904779,63.2,1155361,339098,92.4,307119,83.7,157049,140279,9596,195,857762,233716,1062460,1128719,72.5,1002091,64.3,419223,521839,60565,464,2606193,167296,250305,1154941,68,1022421,60.2,419244,542137,60567,473,2652259,156096,229492,457431,44.7,457348,45.6,447981,47.2,202062,65.8,216310,236078,4969,74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,943785,163070,212075,735992,127167,681916,153231,337097,58.2,309195,69.5,294637,50.9,271056,60.9,480045,415740,48000,0,28803,320992,385548,649,118689,149232,26581,135,118662,125705,26556,133,N/A,58.2,N/A,69.5,47.4,250737,56.3,337097,91748,92.5,82740,83.4,42153,36601,3925,61,222740,224584,951598,328031,66.8,287373,58.6,118687,141974,26577,135,719747,146671,192326,337058,62,294630,54.2,118688,149229,26578,135,735947,135327,173545,124141,42.1,124121,43.2,121399,44.8,55415,67,57458,64870,1767,46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
